"15. If the pu impedance of a single phase transformer is 0.01+j0.05, then its regulation at p.f. of 0.8 lagging will be",a) 3.8%,b) 2.2%,c) -3.8%,d) -2.2%,a,Explanation: V.R. = (r(pu)*cos_+x(pu)*sin_)*100 % = (0.01*0.8 + 0.05*0.6)*100 = 3.8%
"16. If the pu impedance of a single phase transformer is 0.01+j0.05, then its regulation at p.f. of 0.8 leading will be",a) 3.8%,b) 2.2%,c) -3.8%,d) -2.2%,d,Explanation: V.R. = (r(pu)*cos_-x(pu)*sin_)*100 % = (0.01*0.8 – 0.05*0.6)*100 = -2.2%
1. I. Maximum voltage regulation occurs at the leading p.f.,   II. Maximum voltage regulation occurs when load p.f. angle and impedance angle of the leakage impedance are same.,   III. V.R. at zero p.f. is always zero.,   IV. V.R. of a transformer may be negative at leading p.f.,   Which of the statements made here are correct regarding the transformer?,b,"Explanation: V.R. is always negative at leading p.f. and the load p.f. angle and             impedance angle of the leakage impedance should be same for maximum V.R."
2. I. Maximum voltage regulation occurs at the leading p.f.,   II. Maximum voltage regulation occurs when load p.f. angle and impedance angle of the leakage impedance are same.,   III. V.R. at zero p.f. is always zero.,   IV. V.R. of a transformer may be negative at leading p.f.,   Which of the statements made here are correct regarding the transformer?,a,Explanation: V.R. is always negative at leading p.f. and the load p.f. angle.
3. I. Maximum voltage regulation occurs at the leading p.f.,   II. Maximum voltage regulation occurs when load p.f. angle and impedance angle of the leakage impedance are same.,   III. V.R. at zero p.f. is always zero.,   IV. V.R. of a transformer may be negative at leading p.f.,   Which of the statements made here are incorrect regarding the transformer?,a,Explanation: V.R. is always negative at leading p.f. and the load p.f. angle and impedance angle of the leakage impedance should be same for maximum V.R.
4. I. Maximum voltage regulation occurs at the leading p.f.,   II. Maximum voltage regulation occurs when load p.f. angle and impedance angle of the leakage impedance are same.,   III. V.R. at zero p.f. is always zero.,   IV. V.R. of a transformer may be negative at leading p.f.,   Which of the statements made here are incorrect regarding the transformer?,b,Explanation: V.R. is always negative at leading p.f. and the load p.f. angle.
5. Which of the below mentioned losses occur in a transformer?,a) Hysteresis losses ;Eddy current losses; Dielectric losses; Stray load losses,b) Hysteresis losses ;Eddy current losses;,c) Dielectric losses; Stray load losses,d) Hysteresis losses ;Eddy current losses; Stray load losses,a,Explanation: Hysteresis losses-due to magnetic material;Eddy current losses-on the core area; Dielectric losses- due to insulation material; Stray load losses- due to leakgae through the parts of the transformer.
6. Mutual flux ______ at the lagging loading and it _____ at the leading power factor.,"a) decreases, increases","b) increases,increases","c) decreases, decreases","d) increases, decreases",a,Explanation: The mutual flux falls when the transformer is working at lagging p.f. and it increases at leading p.f.
7. It is possible to attain maximum efficiency in a transformer when the,a) core losses are equal to rated full load copper losses,b) core losses are more than rated full load copper losses,c) core losses and full load copper losses are constant,d) copper loss also becomes constant,a,Explanation: Maximum efficiency is achieved at the condition when fixed core losses and copper losses at rated condition are equal.
"8. The efficiency of a 20 KVA, 2000/200 V, single phase transformer at unity pf is 98%. The the total losses at this condition is",a) 408W,b) 4.08kW,c) 204W,d) 2.04kW,a,"Explanation: Efficiency = 1-(losses/input) = 1-(losses/output+losses)              0.98 = 1-(Losses/20000+losses)			  Losses = 408 W."
"9. The efficiency of a 20 KVA, 2000/200 V, single phase transformer at unity pf is 98%. The given total losses at full load is 200 W. The pu resistance is",a) 0.01,b) 0.1,c) 1.0,d) 0.0196,a,Explanation: pu resistance = Ohmic losses/KVA = 200/20000 = 0.01 pu.
11. The full load voltage drop in a 1-phase transformer is 2% and 4% respectively due to resistance and leakage reactance. Then the voltage drop is maximum at,a) 0.45 lagging,b) 0.45 leading,c) 0.9 lagging,d) 0.9 leading,a,Explanation: Z = 4.47; cos_ = percentage r/percentage z = 2/(4.47) = 0.45.
12. The full load voltage drop in a 1-phase transformer is 2% and 4% respectively due to resistance and leakage reactance. Then the voltage drop is zero at,a) 0.45 lagging,b) 0.45 leading,c) 0.9 lagging,d) 0.9 leading,c,Explanation: Z = 4.47; cos_ = percentage x/percentage z = 4/4.47 = 0.89 .
13. Core losses of a transformer as a function of frequency is best approximated by which of the below characteristics?,a) ,b),c),d),a,"Explanation: We can represent the core losses per cycle eq. as Pc/f = A+B*f, where A and B are constants."
16. The efficiency of a transformer can be calculated accurately from,"a) Open circuit test, Short circuit test","b) Open circuit test, Short circuit test, Sumpner’s test",c) Sumpner’s test,d) load test,a,Explanation: OC and SC tests together can help to estimate most correct value of the efficiency for the given transformer.
"1. A 2000/1000/500 three winding transformer is to be used as auto transformer with supply of 3000 V. Two loads of 1050 kVA at 3500V, and other one at 180 kVA at 1000V. The circuit representing the mentioned application is",a) ,b) ,c) ,d),a,"Explanation: Current due to load of 1050 kVA = 1050*1000/3500 = 300A             Current due to 180 kVA = 180*1000/1000 = 180A."
2. Transformer operating in parallel will share a common load in the best possible manner if,a) leakage impedances are proportional to their kVA rating,b) pu leakage impedances are equal,c) leakage impedances are equal,d) any of the mentioned,b,"Explanation: For same pu leakage impedance, parallel operation of transformers become feasible."
"3. A 2000/1000/500 three winding transformer is to be used as auto transformer with supply of 3000 V. Two loads of 1050 kVA at 3500V,",    and other one at 180 kVA at 1000V. The total kVA supplied will be,a) 1230 kVA,b) 1440 kVA,c) 1680 kVA,a,Explanation:  Total kVA = 1050+180 = 1230 kVA.
4. Which if the conditions is must be fulfilled for a satisfactory parallel operation of transformers?,a) Same voltage ratio,b) Leakage impedances should be inversely proportional to kVA of the transformer,c) Same pu impedance,d) Correct polarity,d,"Explanation: out of all, polarity must be correct for the connected transformers."
5. A. Positive sequence components – 5th harmonic component,    B. Negative sequence components – 7th harmonic component,"	C. Zero sequence components – 3rd harmonic component","	Above are the matching made for the harmonics and the associated harmonic component, then the correct marking is","a) A,B,C",b,"Explanation: 3m-1 phases are displaced 120° in opposite  and (3m+1) in the same direction as the fundamental. Here ‘m’ is even integer. So 5th harmonic is in negative sequence and 7th harmonic component in positive sequence."
6. Two single phase transformers A and B are operating in parallel having same impedance. But the x/r ratio of them are not equal. Then total kVA output of the output will be,a) less than sum of kVA of A and B,b) more than sum of kVA of A and B,c) equal to sum of kVA of A and B,d) any of the mentioned,a,"Explanation: As the leakage reactances are not same for both the transformers, then Ia < I2 and Ib < I/2.             So the kVA will also be less than sum of individual A and B."
