Question Name,Question,Option A,Option B,Option C,Option D,Answer,Explanation
Question831,"15. What is the heat transferred for an unsteady state closed system, if change in enthalpy is 15 J, and change in volume is 2 m3 at constant pressure 5 Pa?","a)	10 J","b)	15 J","c)	20 J","d)	25 J",d,Explanation: Q = 15 + 2*5 = 25 J.
Question832,1. How long would it take for a reversible process to complete?,"a)	Instant","b)	Infinite","c)	Depends on the process","d)	None of the mentioned",b,Explanation: It takes infinite time for a reversible process to complete.
Question833,2. How long would it take for an irreversible process to complete?,"a)	Instant","b)	Finite","c)	Infinite","d)	Cannot say",b,Explanation: It takes a finite time for an irreversible process to complete.
Question834,3. Reversible process can be reversed by differential change in which of the following?,"a)	Temperature","b)	Pressure","c)	Volume","d)	All of the mentioned",d,"Explanation: Differential change in driving potential (dP, dV, dT, etc) can reverse a reversible process."
Question835,4. Which of the following a reversible process will involve?,"a)	Dissipative effects","b)	Friction","c)	Equilibrium transfer of energy","d)	None of the mentioned",c,Explanation: Reversible process involves equilibrium transfer of energy.
Question836,5. Which of the following does both of the reversible and irreversible processes involve?,"a)	Increase molecular disorder","b)	Dissipative effects","c)	Friction","d)	All of the mentioned",a,Explanation: Both reversible and irreversible processes increases molecular disorder.
Question837,6. Free expansion of gas with frictionless piston is an example which process?,"a)	Reversible","b)	Irreversible","c)	Cannot say","d)	None of the mentioned",a,Explanation: Free expansion of gas is reversible process.
Question838,7. Free expansion of gas against piston having friction is an example of which process?,"a)	Reversible","b)	Irreversible","c)	Cannot say","d)	None of the mentioned",b,Explanation: Free expansion of gas against piston having friction is irreversible process.
Question839,8. Mixing of dissimilar substances is an example of which process?,"a)	Reversible","b)	Irreversible","c)	Cannot say","d)	None of the mentioned",b,Explanation: Mixing of dissimilar substances is an irreversible process.
Question840,9. Change in phase is an example of which process?,"a)	Reversible","b)	Irreversible","c)	Cannot say","d)	None of the mentioned",b,Explanation: Change in phase is an irreversible process.
Question841,10. Fluid flow through pipe is an example of which process?,"a)	Reversible","b)	Irreversible","c)	Cannot say","d)	None of the mentioned",b,Explanation: Fluid flow through pipe is an irreversible process.
Question842,11. What is the work done by saturated water which evaporates to 10 kPa atmosphere to form 1 m3 of water vapor?,"a)	1 kJ","b)	-1 kJ","c)	10 kJ","d)	-10 kJ",d,Explanation: Work done = -pÆV = -10*1 = -10 kJ.
Question843,12. What is the work done by saturated water which evaporates to 20 kPa atmosphere to form 1.5 m3 of water vapor?,"a)	20 kJ","b)	-20 kJ","c)	30 kJ","d)	-30 kJ",d,Explanation: Work done = -pÆV = -20*1.5 = -30 kJ.
Question844,13. What is the work done by saturated water which evaporates to 1 kPa atmosphere to form 2 m3 of water vapor?,"a)	-2 kJ","b)	2 kJ","c)	-1 kJ","d)	1 kJ",a,Explanation: Work done = -pÆV = -1*2 = -2 kJ.
Question845,14. What is the work done by 0.1 m3 saturated ethanol which evaporates to 10 kPa atmosphere to form 1 m3 of water vapor?,"a)	9 kJ","b)	-9 kJ","c)	10 kJ","d)	-10 kJ",b,Explanation: Work done = -pÆV = -10*(1 Ð 0.1) = -9 kJ.
Question846,15. What is the work done by 0.5 m3 saturated ethanol which evaporates to 20 kPa atmosphere to form 2 m3 of water vapor?,"a)	20 kJ","b)	-20 kJ","c)	30 kJ","d)	-30 kJ",d,Explanation: Work done = -pÆV = -20*(2 Ð 0.5) = -30 kJ.
Question847,"1. Energy out and Energy in of a system are 10 J and 25 J respectively, what is the efficiency of the system?","a)	10%","b)	40%","c)	50%","d)	80%",b,Explanation: Efficiency = 10/25*100 = 40%.
Question848,"2. Energy out and Energy in of a system are 5 J and 25 J respectively, what is the efficiency of the system?","a)	20%","b)	40%","c)	60%","d)	80%",a,Explanation: Efficiency = 5/25*100 = 20%.
Question849,"3. Energy out and Energy in of a system are 10 J and 20 J respectively, what is the efficiency of the system?","a)	20%","b)	30%","c)	40%","d)	50%",d,Explanation: Efficiency = 10/20*100 = 50%.
Question850,"4. Energy out and Energy in of a system are 40 J and 25 J respectively, what is the efficiency of the system?","a)	40%","b)	80%","c)	160%","d)	200%",c,Explanation: Efficiency = 40/25*100 = 160%.
Question851,"5. Energy out and Energy in of a system are 15 J and 25 J respectively, what is the efficiency of the system?","a)	40%","b)	60%","c)	80%","d)	110%",b,Explanation: Efficiency = 15/25*100 = 60%.
Question852,"6. What is the efficiency of the system, if the actual work output from the process is 10 J and work output for a reversible process is 40 J?","a)	10%","b)	25%","c)	40%","d)	65%",b,Explanation: Efficiency = 10/40*100 = 25%.
Question853,"7. What is the efficiency of the system, if the actual work output from the process is 20 J and work output for a reversible process is 25 J?","a)	10%","b)	20%","c)	40%","d)	80%",d,Explanation: Efficiency = 20/25*100 = 80%.
Question854,"8. What is the efficiency of the system, if the actual work output from the process is 15 J and work output for a reversible process is 20 J?","a)	25%","b)	50%","c)	75%","d)	100%",c,Explanation: Efficiency = 15/20*100 = 75%.
Question855,"9. What is the efficiency of the system, if the actual work input from the process is 10 J and work input for a reversible process is 20 J?","a)	20%","b)	50%","c)	100%","d)	200%",d,Explanation: Efficiency = 20/10*100 = 200%.
Question856,"10. What is the efficiency of the system, if the actual work input from the process is 20 J and work input for a reversible process is 25 J?","a)	20%","b)	80%","c)	125%","d)	150%",c,Explanation: Efficiency = 25/20*100 = 125%.
Question857,11. What is the efficiency of a heat engine with heat input 10 J and work output 7 J?,"a)	30%","b)	70%","c)	100%","d)	140%",b,Explanation: Efficiency = 7/10*100 = 70%.
Question858,12. What is the efficiency of a heat engine with heat input 20 J and work output 5 J?,"a)	25%","b)	50%","c)	75%","d)	100%",a,Explanation: Efficiency = 5/20*100 = 25%.
Question859,13. What is the efficiency of a heat engine with heat input 5 J and work output 8 J?,"a)	40%","b)	80%","c)	160%","d)	200%",c,Explanation: Efficiency = 5/8*100 = 160%.
Question860,"14. What is the coefficient of performance of a system, if its work input is 50 J and heat removed is 35 J?","a)	35%","b)	50%","c)	70%","d)	95%",c,Explanation: Coefficient of performance = 35/50*100 = 70%.
Question861,"15. What is the coefficient of performance of a system, if its work input is 75 J and heat removed is 45 J?","a)	20%","b)	40%","c)	60%","d)	80%",c,Explanation: Coefficient of performance = 45/75*100 = 60%.
Question862,1. Mechanical energy satisfy which of the following?,"a)	Completely Convertible","b)	Non-convertible","c)	Partially convertible","d)	None of the mentioned",a,Explanation: Mechanical energy is completely convertible by an ideal engine.
Question863,2. Which of the following is not an example of mechanical energy?,"a)	Kinetic energy","b)	Potential energy","c)	Internal energy","d)	Work",c,Explanation: Internal energy is not a mechanical energy.
Question864,3. Which of the following allows complete conversion of mechanical energy?,"a)	Frictionless process","b)	Dissipative process","c)	Mixing of components","d)	All of the mentioned",a,Explanation: A frictionless process is reversible so it allows complete conversion of mechanical energy.
Question865,4. Which process allows complete conversion of mechanical energy?,"a)	Irreversible","b)	Reversible","c)	Reversible & Irreversible","d)	None of the mentioned",b,Explanation: Reversible process so it allows complete conversion of mechanical energy.
Question866,5. The mechanical energy balance is the product of the equation of motion and which of the following?,"a)	Mass","b)	Velocity","c)	Volume","d)	None of the mentioned",b,Explanation: The mechanical energy balance is the product of the equation of motion and velocity.
Question867,6. Bernoulli equation is valid for which process?,"a)	Reversible","b)	Irreversible","c)	Reversible & Irreversible","d)	None of the mentioned",a,"Explanation: Bernoulli equation is valid for the process in which loss of mechanical energy is zero, which is reversible."
Question868,"7. What is the height difference of the water (density = 1000 Kg/m3), if the change in velocity is 2 m/s and change in pressure is 100 Pa?","a)	0.21 m","b)	0.42 m","c)	0.56 m","d)	0.84 m",a,Explanation: Æh = (100/1000 + 22/2)/10 = 0.21 m.
Question869,"8. What is the height difference of the water (density = 1000 Kg/m3), if the change in velocity is 10 m/s and change in pressure is 500 Pa?","a)	1.01 m","b)	5.05 m","c)	10.1 m","d)	20.2 m",b,Explanation: Æh = (500/1000 + 102/2)/10 = 5.05 m.
Question870,"9. What is the height difference of the water (density = 1000 Kg/m3), if the change in velocity is 10 m/s and change in pressure is 1000 Pa?","a)	1.4 m","b)	2.9 m","c)	4.2 m","d)	5.1 m",d,Explanation: Æh = (1000/1000 + 102/2)/10 = 5.05 m.
Question871,"10. What is the height difference of the water (density = 1000 Kg/m3), if the change in velocity is 6 m/s and change in pressure is 2000 Pa?","a)	1.2","b)	2.0","c)	3.6","d)	4.4",b,Explanation: Æh = (2000/1000 + 62/2)/10 = 2.0 m.
Question872,11. What is the reversible work done if 5 m3 of an ideal gas is compressed isothermally from 1 Pa to 5 Pa?,"a)	4.41 J","b)	8.01 J","c)	10.20 J","d)	14.18 J",b,"Explanation: V2 = 1*5/5 = 1 m3, => W = Ð5º1pdv = Ð5º1 (5/v) dv = 5 ln5 = 8.04 J."
Question873,12. What is the reversible work done if 4 m3 of an ideal gas is compressed isothermally from 2 Pa to 8 Pa?,"a)	2.01 J","b)	6.11 J","c)	8.56 J","d)	11.09 J",d,"Explanation: V2 = 2*4/8 = 1 m3, => W = Ð4º1pdv = Ð4º1 (8/v) dv = 8 ln4 = 11.09 J."
Question874,13. What is the reversible work done if 8 m3 of an ideal gas is compressed isothermally from 4 Pa to 16 Pa?,"a)	12.48 J","b)	28.55 J","c)	44.36 J","d)	56.96 J",c,"Explanation: V2 = 8*4/16 = 2 m3, => W = Ð8º2pdv = Ð8º2 (32/v) dv = 32 ln4 = 44.36 J."
Question875,14. What is the reversible work done if 4 m3 of an ideal gas is compressed adiabatically pV1.5 = K from 2 Pa to 16 Pa?,"a)	4 J","b)	16 J","c)	24 J","d)	56 J",b,"Explanation: V2 = (2*41.5/16)1/1.5 = 1 m3, => W = Ð4º1pdv = Ð4º1 (16/v1.5) dv = 16 J."
Question876,15. What is the reversible work done if 4 m3 of an ideal gas is compressed adiabatically pV2.5 = K from 1 Pa to 32 Pa?,"a)	18.6 J","b)	20.4 J","c)	24.6 J","d)	26.2 J",a,"Explanation: V2 = (1*42.5/32)1/2.5 = 1 m3, => W = Ð4º1pdv = Ð4º1 (32/v2.5) dv = 18.6 J."
Question877,"1. A mixture contains 20% of A with Heat Capacity 10 J/oC and 80% of B with Heat Capacity 5 J/oC, what is the Heat Capacity of mixture?","a)	6 J/oC","b)	7 J/oC","c)	8 J/oC","d)	9 J/oC",a,Explanation: Heat capacity of mixture = 0.2*10 + 0.8*5 = 2 + 4 = 6 J/oC.
Question878,"2. A mixture contains 40% of A with Heat Capacity 15 J/oC and 60% of B with Heat Capacity 10 J/oC, what is the Heat Capacity of mixture?","a)	11 J/oC","b)	12 J/oC","c)	13 J/oC","d)	14 J/oC",b,Explanation: Heat capacity of mixture = 0.4*15 + 0.6*10 = 6 + 6 = 12 J/oC.
Question879,"3. A mixture contains 50% of A with Heat Capacity 10 J/oC and 50% of B with Heat Capacity 20 J/oC, what is the Heat Capacity of mixture?","a)	12 J/oC","b)	15 J/oC","c)	17 J/oC","d)	18 J/oC",b,Explanation: Heat capacity of mixture = 0.5*10 + 0.5*20 = 15 J/oC.
Question880,"4. A mixture contains 20% of A with Heat Capacity 25 J/oC, 30% of B with Heat Capacity 20 J/oC, and 50% of C with Heat Capacity 10 J/oC, what is the Heat Capacity of mixture?","a)	10 J/oC","b)	14 J/oC","c)	16 J/oC","d)	20 J/oC",c,Explanation: Heat capacity of mixture = 0.2*25 + 0.3*20 + 0.5*10 = 16 J/oC.
Question881,"5. A mixture contains 30% of A with Heat Capacity 10 J/oC, 30% of B with Heat Capacity 20 J/oC, and 40% of C with Heat Capacity 35 J/oC, what is the Heat Capacity of mixture?","a)	14 J/oC","b)	17 J/oC","c)	19 J/oC","d)	23 J/oC",d,Explanation: Heat capacity of mixture = 0.3*10 + 0.3*20 + 0.4*35 = 23 J/oC.
Question882,"6. What is the enthalpy of a mixture having 10% of A with enthalpy 10 J, and 90% of B with enthalpy 20 J?","a)	10 J","b)	15 J","c)	18 J","d)	19 J",d,Explanation: Heat capacity of mixture = 0.1*10 + 0.9*20 = 19 J.
Question883,"7. What is the enthalpy of a mixture having 20% of A with enthalpy 15 J, and 80% of B with enthalpy 25 J?","a)	17 J","b)	19 J","c)	23 J","d)	28 J",c,Explanation: Heat capacity of mixture = 0.2*15 + 0.8*25 = 23 J.
Question884,"8. What is the enthalpy of a mixture having 40% of A with enthalpy 50 J, and 60% of B with enthalpy 25 J?","a)	30 J","b)	35 J","c)	40 J","d)	45 J",b,Explanation: Heat capacity of mixture = 0.4*50 + 0.6*25 = 35 J.
Question885,"9. What is the enthalpy of a mixture having 20% of A with enthalpy 20 J, 30% of B with enthalpy 40 J, and 50% of C with enthalpy 20 J?","a)	26 J","b)	29 J","c)	31 J","d)	34 J",a,Explanation: Heat capacity of mixture = 0.2*20 + 0.3*40 + 0.5*20 = 26 J.
Question886,"10. What is the enthalpy of a mixture having 10% of A with enthalpy 10 J, 30% of B with enthalpy 30 J, and 60% of C with enthalpy 25 J?","a)	21 J","b)	25 J","c)	27 J","d)	28 J",b,Explanation: Heat capacity of mixture = 0.1*10 + 0.3*30 + 0.6*25 = 1 + 9 + 15 = 25 J.
Question887,"11. What is the enthalpy change of solution if the enthalpy change of solute is 10 J, and enthalpy of solvent is 15 J?","a)	10 J","b)	15 J","c)	25 J","d)	40 J",c,Explanation: ÆHsolution = ÆHsolute +ÆHsolvent = 10 + 15 = 25 J.
Question888,"12. What is the enthalpy change of 8 mole solution if the enthalpy change of 5 mole solute is 10 J/mole, and enthalpy of 2 mole solvent is 15 J/mole?","a)	10 J/mole","b)	12 J/mole","c)	13 J/mole","d)	15 J/mole",a,"Explanation: ÆHsolution = ÆHsolute +ÆHsolvent, => ÆHsolution = (10*5 + 15*2)/8 = 10 J/mole."
Question889,13. What is the heat evolved when a gaseous solute is mixed with liquid solvent?,"a)	Heat of solution","b)	Heat of mixing","c)	Heat of dissolution","d)	All of the mentioned",a,Explanation: When Gas is mixed with liquid the heat evolved is called heat of solution.
Question890,14. What is the heat evolved when a liquid solute is mixed with liquid solvent?,"a)	Heat of solution","b)	Heat of mixing","c)	Heat of dissolution","d)	All of the mentioned",b,Explanation: When liquid is mixed with liquid the heat evolved is called heat of mixing.
Question891,"15. Heat of solution of a mixture is 10 J, what is the heat dissolution?","a)	-10 J","b)	10 J","c)	0","d)	Cannot be determined",a,Explanation: Heat of dissolution = Ð Heat of solution = -10 J.
Question892,1. What is the heat of solution in the energy balance?,"a)	Heat of dissolution","b)	Heat of reaction","c)	Heat of formation","d)	None of the mentioned",b,Explanation: Heat of solution in the energy balance is the heat of reaction.
Question893,2. What is required in the calculation of heat of reaction in the energy balance of mixing?,"a)	Heat of formation","b)	Sensible Heat","c)	Latent heat","d)	All of the mentioned",a,Explanation: Heat of formation is required in the calculation of heat of reaction in the energy balance of mixing.
Question894,3. How is the graph of the heat of solution and dilution?,"a)	Straight Line","b)	Curve with finite heat of solution at infinite dilution","c)	Curve with Infinite heat of solution at infinite dilution","d)	None of the mentioned",b,Explanation: Heat of solution is a finite curve at infinite dilution.
Question895,4. Which of the following is required for the calculation of heat of reaction in the energy balance?,"a)	Heat of solution at reference state","b)	Heat of dissolution at reference state","c)	Heat of formation","d)	All of the mentioned",d,"Explanation: Heat of solution at reference state, Heat of dissolution at reference state and heat of formation all are required in the calculation of Heat of reaction."
Question896,5. What is the heat of dissolution if the heat of reaction is 10 J in the energy balance?,"a)	-10 J","b)	10 J","c)	0","d)	Cannot be determined",a,Explanation: Heat of dissolution = Ð Heat of solution = Ð Heat of reaction = -10 J.
Question897,"6. What is the heat transferred from the system if the output sensible heat is 10 J, input sensible heat is 15 J, and heat of solution is 20 J?","a)	10 J","b)	15 J","c)	20 J","d)	25 J",b,"Explanation: Q = ÆHout,sensible Ð ÆHin,sensible + ÆHsolution = 10 Ð 15 + 20 = 15 J."
Question898,"7. What is the heat transferred from the system if the output sensible heat is 5 J, input sensible heat is 25 J, and heat of solution is 20 J?","a)	0","b)	5 J","c)	10 J","d)	15 J",a,"Explanation: Q = ÆHout,sensible Ð ÆHin,sensible + ÆHsolution = 5 Ð 15 + 20 = 15 J."
Question899,"8. What is the heat transferred from the system if the output sensible heat is 5 J, input sensible heat is 20 J, and heat of solution is 10 J?","a)	-10 J","b)	-5 J","c)	0","d)	10 J",b,"Explanation: Q = ÆHout,sensible Ð ÆHin,sensible + ÆHsolution = 5 Ð 20 + 10 = -5 J."
Question900,"9. What is the heat transferred from 5 mole of the system if the output sensible heat is 1 J/mole, input sensible heat is 3 J/mole, and heat of solution is 4 J/mole?","a)	0","b)	5 J","c)	10 J","d)	20 J",c,"Explanation: Q = ÆHout,sensible Ð ÆHin,sensible + ÆHsolution = 5*(1 Ð 3 + 4) = 10 J."
Question901,"10. What is the heat transferred from 2 mole of the system if the output sensible heat is 3 J/mole, input sensible heat is 2 J/mole, and heat of solution is 2 J/mole?","a)	2 J","b)	3 J","c)	5 J","d)	6 J",d,"Explanation: Q = ÆHout,sensible Ð ÆHin,sensible + ÆHsolution = 2*(3 Ð 2 + 2) = 6 J."
