Question Name,Question,Option A,Option B,Option C,Option D,Answer,Explanation,,,,,,,,,,,,,,,,,,,
Question 947,3. Which of the following system is constantly polling locations to update them and recalibrating data points to improve accuracy over time ?,a) WPS,b) GPS,c) XPS,d) All of the mentioned,c,"Explanation: The system uses a large reference database of Wi-Fi access points and cell tower IDs, raw position data from each location source (a signal), and the company’s proprietary algorithm to locate the device.",,,,,,,,,,,,,,,,,,,
Question 948,4. Which of the following has a Java API that works with the Skyhook network ?,a) Looki,b) Look,c) Loki,d) All of the mentioned,c,Explanation: Loki has its browser plug-in to locate users for subscribing Websites.,,,,,,,,,,,,,,,,,,,
Question 949,6. Which of the following service is example of push technology ?,a) Automated software updates,b) Comet,c) HTTP streaming,d) All of the mentioned,d,"Explanation: The opposite of a push is a pull technology, in which the client polls for and requests a transaction.",,,,,,,,,,,,,,,,,,,
Question 950,7. The IRC protocol and the XMPP IM and VoIP protocol are examples of ______ push technologies.,a) P2P,b) C2C,c) B2B,d) None of the mentioned,a,Explanation: The XMPP PubSub extension is how Apple creates a push service for MobileMe.,,,,,,,,,,,,,,,,,,,
Question 951,8. Which of the following transport protocol combined with XMPP can be used for push service?,a) BOSH,b) UOSH,c) MOSH,d) All of the mentioned,a,Explanation: BOSH stands for Bidirectional Streams Over Synchronous HTTP.,,,,,,,,,,,,,,,,,,,
Question 952,"9. In the parlance of system design, the active transfer process is referred to as “push” and server is called _______",a) CDN,b) MDA,c) MDB,d) None of the mentioned,b,Explanation: client is called Mail User Agent(MUA).,,,,,,,,,,,,,,,,,,,
Question 953,10. Which of the following push technology is similar to SMTP ?,a) Push-IMAP,b) Pull-IMAP,c) Push-POP3,d) All of the mentioned,a,Explanation: Push-IMAP stands for the Push extensions for Internet Message Access Protocol.,,,,,,,,,,,,,,,,,,,
Question 954,1. Which of the following is the most commonly used standard for performing synchronization?,a) SyncML,b) SMIL,c) SML,d) None of the mentioned,a,Explanation: SyncML stands for Synchronization Markup Language.,,,,,,,,,,,,,,,,,,,
Question 955,2. Point out the wrong statement:,a) Data synchronization is an important Web service for mobile devices,"b) Contact, calendar, and information on devices often need to be synchronized between multiple systems",c) SyncML is implemented using a SyncML server or alternatively as a SyncML hosted service,d) None of the mentioned,d,Explanation: The client portion of SyncML is either a browser plug-in or client connector software.,,,,,,,,,,,,,,,,,,,
Question 956,3. Which of the following data type may be synchronized by SyncML ?,a) Files,b) Memos,c) Tasks,d) All of the mentioned,d,Explanation: Different servers and clients allow for the synchronization of different data types.,,,,,,,,,,,,,,,,,,,
Question 957,4. Which of the following services is an example of SMS gateway ?,a) Microsoft Live,b) Direct to SMSC gateway,c) Y-Mail service,d) All of the mentioned,b,Explanation: An SMS gateway is more reliable and faster than SMS itself.,,,,,,,,,,,,,,,,,,,
Question 958,"6. Which of the following allows you to attach sounds, pictures, icons, and even formatted text with your message ?",a) EMS,b) SMS,c) MMS,d) All of the mentioned,a,"Explanation: Not all texting systems are SMS, even if they appear so. RIM BlackBerry and NTT DoCoMo i-mode use SMTP to send short messages.",,,,,,,,,,,,,,,,,,,
Question 959,7. Which of the following uses a combination of WAP and SMS for its transport ?,a) EMS,b) SMS,c) MMS,d) All of the mentioned,c,"Explanation: MMS supports the sending of audio, video, and even animation with the SMS text.",,,,,,,,,,,,,,,,,,,
Question 960,8. Which of the following protocol is used for transaction monitoring service based on a request/response mechanism ?,a) WTP,b) WTLS,c) WDP,d) All of the mentioned,a,Explanation: WTP stands for Wireless Transaction Protocol.,,,,,,,,,,,,,,,,,,,
Question 961,9. Which of following public-key encryption method is used for the same purpose as TLS ?,a) WTP,b) WTLS,c) WDP,d) All of the mentioned,b,Explanation: WTLS stands for Wireless Transport Layer Security.,,,,,,,,,,,,,,,,,,,
Question 962,10. Which of the following provides unreliable data transport data formatting ?,a) WTP,b) WTLS,c) WDP,d) WAE,c,Explanation: WAE is a set of application specific markup languages.,,,,,,,,,,,,,,,,,,,
Question 963,"1. When a mobile user is connected to the mobile service, how many sets of information is exchanged ?",a) 1,b) 2,c) 3,d) 4,b,Explanation: Two different sets of information is exchanged between user and mobile-logical and physical context.,,,,,,,,,,,,,,,,,,,
Question 964,2. Point out the wrong statement:,a) Each mobile device contains and is capable of transmitting a large amount of information concerning the condition or state of the device and the user who carries the device,b) Location is the prime example of context,"c) When we search for something near us, the search engine returns results that are independent of location",d) All of the mentioned,b,"Explanation: When parsed properly, this information can provide intelligent systems with not only the user’s identification, but the context in which that user finds himself.",,,,,,,,,,,,,,,,,,,
Question 965,3. Which of the following context contains information derived from measurements made from the mobile device or its sensors ?,a) Physical,b) External,c) Logical,d) All of the mentioned,a,"Explanation: Physical context provides location, ambient device conditions, device states, and more.",,,,,,,,,,,,,,,,,,,
Question 966,4. Which of the following context contains information derived from the user or from the manner in which the user has interacted with services over time ?,a) Physical,b) External,c) Logical,d) All of the mentioned,c,"Explanation: Logical contexts are information about the purpose a location serves, a digital identity and its associated attributes, relationships, interests, past searches, Web sites visited, privileges, and preferences.",,,,,,,,,,,,,,,,,,,
Question 967,6. Which of the following provides a set of methods for using modules to construct loosely coupled complex systems from standard parts ?,a) SOA,b) OCCI,c) WCF,d) None of the mentioned,a,Explanation: Method of construction of the modules is abstracted out of the system and encapsulated in SOA.,,,,,,,,,,,,,,,,,,,
Question 968,7. What is the role played by Web service in SOA ?,a) service consumer,b) service provider,c) service user,d) none of the mentioned,b,Explanation: SOA requires a standard messaging protocol and a form of federated database system.,,,,,,,,,,,,,,,,,,,
Question 969,8. Which of the following plays the role of the orchestrator providing programmed logic that works with the data parsed by the Context Parser ?,a) Context Logic Processor,b) Context Physical Processor,c) Context View Processor,d) All of the mentioned,a,Explanation: The Context Parser takes all the input data (digital signals in many cases) and applies a logical schema to create the needed structured objects for the Logic Processor’s use.,,,,,,,,,,,,,,,,,,,
Question 970,9. The specific ontology that applies to a mobile SOA is :,a) WOL,b) OWL,c) oXML,d) None of the mentioned,a,Explanation: WOL stands for Web Ontology Language.,,,,,,,,,,,,,,,,,,,
Question 971,10. The concept of creating a structured representation of concepts and their relationship in a domain is referred to as ________,a) analogy,b) ontology,c) generalization,d) all of the mentioned,b,Explanation: Ontology is a formal way of specifying a shared abstraction.,,,,,,,,,,,,,,,,,,,
Question 972,1. Which of the following allows an IMAP server to automatically keep a connection alive ?,a) P-IMAP,b) C-IMAP,c) I-IMAP,d) None of the mentioned,a,Explanation: P-IMAP contains a feature that sends rich email in a manner similar to SMTP.,,,,,,,,,,,,,,,,,,,
Question 973,2. Point out the wrong statement:,a) All push technologies used in mobile applications are server-based,b) Push email is the penultimate example of a push service,"c) In push email, the service is always connected to the client, and it sends out to the client more or less immediately any new email that",arrives at the server,a,Explanation: Not all push technologies used in mobile applications are server-based.,,,,,,,,,,,,,,,,,,,
Question 974,3. Which of the following IMAP command is used to update and amounts to a heartbeat signal and response?,a) EXIT,b) IDLE,c) CLOSE,d) All of the mentioned,b,Explanation: Some polling mechanisms set the polling interval so short that the system appears to behave as if it is a push technology.,,,,,,,,,,,,,,,,,,,
Question 975,4. Which of the following services uses push email?,a) Apple MobileMe,b) Google Gmail,c) RIM’s BlackBerry Enterprise Server,d) All of the mentioned,d,Explanation: Both push and polling have pluses and minuses associated with them.,,,,,,,,,,,,,,,,,,,
Question 976,6. Which of the following is incorrect step in pushing blackberry service?,a) Content provider sends a push request to the server,b) BlackBerry servers send a response back to the content provider,c) BlackBerry servers forward the acknowledgement to the content provider,d) All of the mentioned,d,Explanation: The Push Service transfers up to 8KB messages directly.,,,,,,,,,,,,,,,,,,,
Question 977,7. Which of the following uses a set of email extensions to provide access to mobile devices?,a) Black Profile,b) Lemonade Profile,c) B2B Profile,d) None of the mentioned,a,Explanation: The Lemonade Profile is an alternative mechanism for push email.,,,,,,,,,,,,,,,,,,,
Question 978,8. The Lemonade Profile is a specification of the _____ as RFC 5550.,a) IETF,b) IETE,c) IETC,d) All of the mentioned,a,Explanation: A Push-IMAP specification has been developed but not standardized.,,,,,,,,,,,,,,,,,,,
Question 979,9. How many number of characters can be sent in a single message through SMS ?,a) 140,b) 200,c) 240,d) None of the mentioned,b,Explanation: The Short Message Service (SMS) is a text-notification service that has evolved into a primary communications protocol for near-real-time message passing.,,,,,,,,,,,,,,,,,,,
Question 980,10. Which of the following allows longer messages to be sent using multiple packets containing a User Data Header that contains the segment number ?,a) Long SMS,b) Large SMS,c) Big SMS,d) All of the mentioned,a,"Explanation: The limit for this multipart or segmented SMS is 153 characters for 7-bit, 134 for 8-bit, and 67 for 16-bit encoding.",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
